Drug 1,Drug 2,DDI Type,Time,Unit
warfarin,S-adenosyl-L-methionine,agonism,2,day
warfarin,salicylate-sodium,agonism,6,day
warfarin,secobarbital,antagonism,38,min
warfarin,sitaxentan,agonism,19,week
warfarin,st. john's wort,agonism,19,sec
warfarin,sucralfate,agonism,13,sec
warfarin,sulfadiazine,antagonism,3,yr
warfarin,sulfamethoxazole,agonism,21,week
warfarin,sulfinpyrazone,agonism,2,day
warfarin,sulfisoxazole,agonism,2,day
warfarin,sulindac,antagonism,23,week
warfarin,tamoxifen,antagonism,26,min
warfarin,telithromycin,antagonism,9,hr
warfarin,tenoxicam,agonism,49,sec
warfarin,testolactone,antagonism,5,yr
warfarin,testosterone,agonism,1,yr
warfarin,testosterone propionate,antagonism,3,day
warfarin,tetracycline,agonism,8,min
warfarin,thiopental,agonism,3,day
warfarin,tiaprofenic acid,antagonism,1,sec
warfarin,ticlopidine,agonism,51,week
warfarin,tigecycline,antagonism,9,hr
warfarin,tolbutamide,agonism,32,min
warfarin,tolmetin sodium dihydrate,agonism,32,min
warfarin,treprostinil,agonism,3,day
warfarin,triamcinolone acetonide,agonism,23,week
warfarin,triflusal,antagonism,9,hr
warfarin,trimetrexate,antagonism,1,day
warfarin,trisalicylate-choline,agonism,9,hr
warfarin,vemurafenib,antagonism,49,week
warfarin,vilazodone,antagonism,47,week
yohimbine,asenapine,agonism,43,sec
yohimbine,atomoxetine,antagonism,13,sec
zafirlukast,acenocoumarol,antagonism,39,week
zafirlukast,aminophylline,agonism,15,hr
zafirlukast,capecitabine,agonism,23,week
zafirlukast,cisapride,antagonism,55,sec
zafirlukast,delavirdine,antagonism,1,yr
zafirlukast,erythromycin,antagonism,37,sec
zafirlukast,5-fluoro-2'-deoxyuridine,antagonism,44,min
zafirlukast,fluconazole,agonism,21,hr
zafirlukast,5-fluorouracil,antagonism,13,sec
zafirlukast,gemfibrozil,agonism,2,min
zafirlukast,ketoconazole,antagonism,8,min
zafirlukast,nicardipine,agonism,2,day
zafirlukast,roflumilast,agonism,5,day
zafirlukast,sitaxentan,agonism,3,day
zafirlukast,sulfadiazine,agonism,6,day
zafirlukast,sulfisoxazole,agonism,2,min
zafirlukast,theophylline,agonism,25,sec
zafirlukast,tolbutamide,antagonism,31,week
zalcitabine,didanosine,antagonism,2,min
zalcitabine,lamivudine,agonism,26,min
zalcitabine,pentamidine,agonism,41,week
zalcitabine,ribavirin,antagonism,14,min
zaleplon,cimetidine,agonism,26,min
zaleplon,methotrimeprazine,agonism,51,week
zaleplon,rifampicin,antagonism,5,day
zaleplon,triprolidine,agonism,9,hr
diclofenamide,acetylsalicylic acid,agonism,15,hr
diclofenamide,brinzolamide,antagonism,51,week
diclofenamide,memantine,agonism,27,week
diclofenamide,treprostinil,agonism,5,yr
zidovudine,atovaquone,agonism,56,min
zidovudine,clarithromycin,agonism,38,min
zidovudine,doxorubicin,agonism,44,min
zidovudine,ganciclovir,agonism,3,yr
zidovudine,interferon beta-1b,antagonism,3,week
zidovudine,methadone,agonism,19,sec
zidovudine,probenecid,antagonism,9,hr
zidovudine,ribavirin,antagonism,31,sec
zidovudine,rifabutin,agonism,15,hr
zidovudine,rifampicin,antagonism,1,yr
zidovudine,rifapentine,agonism,1,yr
zidovudine,stavudine,agonism,1,yr
zidovudine,tipranavir,agonism,7,day
zidovudine,valganciclovir,antagonism,38,min
zileuton,aminophylline,agonism,15,hr
zileuton,dihydroergotamine,agonism,3,day
zileuton,eltrombopag,antagonism,15,week
zileuton,ergotamine,antagonism,56,min
zileuton,oxtriphylline,antagonism,7,day
zileuton,pimozide,antagonism,5,week
zileuton,ramelteon,agonism,5,yr
zileuton,theophylline,antagonism,4,yr
ziprasidone,abarelix,antagonism,20,min
ziprasidone,amantadine,agonism,21,hr
ziprasidone,amiodarone,agonism,49,sec
ziprasidone,amitriptyline,antagonism,32,min
ziprasidone,amoxapine,agonism,15,hr
ziprasidone,apomorphine,antagonism,2,day
ziprasidone,diarsenic trioxide,antagonism,4,yr
ziprasidone,artemether,antagonism,45,week
ziprasidone,asenapine,agonism,2,yr
ziprasidone,azithromycin,agonism,3,week
ziprasidone,bromocriptine,agonism,2,day
ziprasidone,carbamazepine,agonism,21,hr
ziprasidone,chlorpromazine,antagonism,9,hr
ziprasidone,cisapride,agonism,33,week
ziprasidone,citalopram,antagonism,31,sec
ziprasidone,clarithromycin,agonism,4,yr
ziprasidone,clomipramine,antagonism,37,sec
ziprasidone,dasatinib (anhydrous),antagonism,55,sec
ziprasidone,desipramine,agonism,3,day
ziprasidone,disopyramide,agonism,1,sec
ziprasidone,dofetilide,antagonism,6,day
ziprasidone,dolasetron,antagonism,3,day
ziprasidone,domperidone,agonism,15,hr
ziprasidone,donepezil,antagonism,21,hr
ziprasidone,doxepin,agonism,3,hr
ziprasidone,dronedarone,antagonism,43,sec
ziprasidone,droperidol,antagonism,25,sec
ziprasidone,erythromycin,agonism,45,week
ziprasidone,(S)-citalopram,antagonism,9,hr
ziprasidone,flecainide,antagonism,25,week
ziprasidone,fluconazole,antagonism,32,min
ziprasidone,fluoxetine,antagonism,3,hr
ziprasidone,flupenthixol,antagonism,15,hr
ziprasidone,phosphonoformic acid,agonism,26,min
ziprasidone,galanthamine,antagonism,1,day
ziprasidone,gatifloxacin,antagonism,2,min
ziprasidone,halofantrine,agonism,5,day
ziprasidone,haloperidol,antagonism,3,day
ziprasidone,ibutilide,antagonism,3,hr
ziprasidone,iloperidone,agonism,21,hr
ziprasidone,imipramine,agonism,15,hr
ziprasidone,indapamide,antagonism,4,yr
ziprasidone,isradipine,antagonism,9,hr
ziprasidone,ketoconazole,antagonism,26,min
ziprasidone,lapatinib,antagonism,38,min
ziprasidone,L-dopa,agonism,43,week
ziprasidone,levofloxacin,antagonism,3,hr
ziprasidone,loxapine,agonism,38,min
ziprasidone,lumefantrine,agonism,15,hr
ziprasidone,maprotiline,agonism,1,yr
ziprasidone,mefloquine,antagonism,13,sec
ziprasidone,mesoridazine,antagonism,56,min
ziprasidone,methadone,antagonism,3,hr
ziprasidone,methotrimeprazine,antagonism,39,week
ziprasidone,moxifloxacin,agonism,1,yr
ziprasidone,nilotinib,antagonism,7,day
ziprasidone,nortriptyline,agonism,3,day
ziprasidone,octreotide,agonism,21,hr
ziprasidone,pazopanib,antagonism,44,min
ziprasidone,pentamidine,antagonism,2,min
ziprasidone,perflutren,agonism,7,sec
ziprasidone,pergolide mesylate,antagonism,7,day
ziprasidone,pimozide,agonism,13,sec
ziprasidone,pramipexole,agonism,3,day
ziprasidone,probucol,antagonism,1,sec
ziprasidone,procainamide,agonism,13,sec
ziprasidone,propafenone hydrochloride,antagonism,6,day
ziprasidone,protriptyline,agonism,44,min
ziprasidone,quetiapine,antagonism,3,yr
ziprasidone,quinidine,agonism,1,day
ziprasidone,quinine,antagonism,15,hr
ziprasidone,ranolazine,antagonism,55,sec
ziprasidone,risperidone,antagonism,1,yr
ziprasidone,ropinirole,antagonism,3,week
ziprasidone,rotigotine,agonism,5,yr
ziprasidone,sotalol,agonism,5,yr
ziprasidone,sparfloxacin,antagonism,1,yr
ziprasidone,sunitinib,antagonism,25,sec
ziprasidone,tacrine,agonism,43,week
ziprasidone,tacrolimus (anhydrous),antagonism,25,week
ziprasidone,telavancin,agonism,37,sec
ziprasidone,telavancin hydrochloride,agonism,37,sec
ziprasidone,telithromycin,agonism,38,min
ziprasidone,tetrabenazine,antagonism,2,yr
ziprasidone,thioridazine,agonism,19,week
ziprasidone,thiothixene,agonism,3,hr
ziprasidone,toremifene,agonism,38,min
ziprasidone,trimipramine,antagonism,5,yr
ziprasidone,triprolidine,agonism,5,yr
ziprasidone,voriconazole,antagonism,35,week
ziprasidone,vorinostat,antagonism,26,min
ziprasidone,zuclopenthixol,agonism,21,hr
zolmitriptan,almotriptan,agonism,44,min
zolmitriptan,amitriptyline,antagonism,31,week
zolmitriptan,amoxapine,agonism,20,min
zolmitriptan,bromocriptine,antagonism,3,hr
zolmitriptan,buspirone,agonism,5,yr
zolmitriptan,cabergoline,agonism,4,day
zolmitriptan,citalopram,agonism,21,week
zolmitriptan,clomipramine,agonism,7,day
zolmitriptan,d-tryptophan,antagonism,9,hr
zolmitriptan,desipramine,antagonism,1,day
zolmitriptan,desvenlafaxine,antagonism,15,hr
zolmitriptan,dextromethorphan,antagonism,2,min
zolmitriptan,dihydroergotamine,antagonism,7,sec
zolmitriptan,doxepin,agonism,23,week
zolmitriptan,duloxetine,antagonism,1,sec
zolmitriptan,eletriptan,agonism,3,hr
zolmitriptan,ergoloid mesylate,antagonism,5,week
zolmitriptan,ergometrine,agonism,3,hr
zolmitriptan,ergotamine,antagonism,27,week
zolmitriptan,(S)-citalopram,agonism,37,week
zolmitriptan,fluoxetine,agonism,6,day
zolmitriptan,fluvoxamine,antagonism,6,day
zolmitriptan,frovatriptan,agonism,21,hr
zolmitriptan,furazolidone,agonism,49,sec
zolmitriptan,imipramine,antagonism,15,hr
zolmitriptan,isocarboxazid,agonism,17,week
zolmitriptan,L-tryptophan,agonism,21,week
zolmitriptan,linezolid,antagonism,25,sec
zolmitriptan,lithium,agonism,13,sec
zolmitriptan,maprotiline,agonism,21,hr
zolmitriptan,meperidine,antagonism,2,yr
zolmitriptan,methylergonovine,agonism,20,min
zolmitriptan,methysergide,agonism,4,yr
zolmitriptan,milnacipran,antagonism,23,week
zolmitriptan,mirtazapine,antagonism,2,yr
zolmitriptan,moclobemide,agonism,2,day
zolmitriptan,naratriptan,agonism,32,min
zolmitriptan,nefazodone,agonism,11,week
zolmitriptan,nortriptyline,agonism,31,week
zolmitriptan,paroxetine,agonism,43,sec
zolmitriptan,pergolide mesylate,agonism,13,week
zolmitriptan,phenelzine,antagonism,32,min
zolmitriptan,procarbazine,antagonism,6,day
zolmitriptan,promethazine,antagonism,3,yr
zolmitriptan,protriptyline,antagonism,19,sec
zolmitriptan,rasagiline,antagonism,8,min
zolmitriptan,rizatriptan,antagonism,5,yr
zolmitriptan,S-adenosyl-L-methionine,antagonism,3,week
zolmitriptan,selegiline,antagonism,19,week
zolmitriptan,sertraline,antagonism,3,hr
zolmitriptan,sibutramine,agonism,3,day
zolmitriptan,st. john's wort,agonism,9,hr
zolmitriptan,sumatriptan,agonism,7,day
zolmitriptan,tapentadol,agonism,5,day
zolmitriptan,tramadol hydrochloride,antagonism,1,sec
zolmitriptan,tranylcypromine,agonism,1,day
zolmitriptan,trazodone,agonism,4,yr
zolmitriptan,trimipramine,agonism,37,sec
zolmitriptan,venlafaxine,antagonism,19,week
zolpidem,amprenavir,agonism,2,yr
zolpidem,atazanavir,agonism,4,day
zolpidem,clarithromycin,antagonism,33,week
zolpidem,conivaptan,agonism,9,hr
zolpidem,darunavir,agonism,43,week
zolpidem,delavirdine,antagonism,2,day
zolpidem,dihydrocodeine,agonism,31,sec
zolpidem,fluconazole,agonism,2,day
zolpidem,fosamprenavir,antagonism,3,day
zolpidem,indinavir,agonism,6,day
zolpidem,isoniazid,antagonism,3,yr
zolpidem,itraconazole,antagonism,45,week
zolpidem,ketoconazole,antagonism,26,min
zolpidem,lopinavir,antagonism,32,min
zolpidem,methotrimeprazine,agonism,6,day
zolpidem,nefazodone,agonism,9,hr
zolpidem,nelfinavir,antagonism,44,min
zolpidem,nicardipine,antagonism,19,sec
zolpidem,posaconazole,agonism,1,yr
zolpidem,quinidine,antagonism,21,hr
zolpidem,ritonavir,antagonism,1,day
zolpidem,saquinavir,agonism,56,min
zolpidem,telithromycin,antagonism,25,week
zolpidem,triprolidine,antagonism,38,min
zolpidem,voriconazole,agonism,7,sec
zonisamide,amprenavir,agonism,7,day
zonisamide,atazanavir,antagonism,7,day
zonisamide,brinzolamide,antagonism,38,min
zonisamide,clarithromycin,antagonism,25,sec
zonisamide,conivaptan,antagonism,1,yr
zonisamide,darunavir,agonism,21,week
zonisamide,delavirdine,antagonism,4,yr
zonisamide,fosamprenavir,antagonism,4,yr
zonisamide,imatinib,agonism,26,min
zonisamide,indinavir,agonism,43,sec
zonisamide,isoniazid,agonism,32,min
zonisamide,itraconazole,agonism,8,min
zonisamide,ketoconazole,antagonism,25,week
zonisamide,lopinavir,antagonism,3,yr
zonisamide,mefloquine,agonism,1,sec
zonisamide,methotrimeprazine,antagonism,32,min
zonisamide,nefazodone,agonism,7,day
zonisamide,nelfinavir,agonism,37,sec
zonisamide,nicardipine,agonism,8,min
zonisamide,posaconazole,antagonism,1,yr
zonisamide,quinidine,agonism,37,sec
zonisamide,ritonavir,agonism,50,min
zonisamide,saquinavir,antagonism,55,sec
zonisamide,telithromycin,antagonism,1,sec
zonisamide,triprolidine,antagonism,1,yr
zonisamide,voriconazole,antagonism,9,hr
diltiazem,amiodarone,agonism,29,week
diltiazem,amlodipine,agonism,15,hr
diltiazem,aprepitant,antagonism,31,sec
diltiazem,atazanavir,antagonism,7,day
diltiazem,atenolol,agonism,19,week
diltiazem,atorvastatin,agonism,51,week
diltiazem,bromazepam,agonism,19,week
diltiazem,buspirone,antagonism,3,day
diltiazem,carbamazepine,antagonism,13,sec
diltiazem,cerivastatin,agonism,5,yr
diltiazem,cilostazol,agonism,8,min
diltiazem,cisapride,antagonism,43,sec
diltiazem,cyclosporin A,agonism,7,week
diltiazem,dihydroquinidine barbiturate,antagonism,1,yr
diltiazem,dronedarone,antagonism,7,day
diltiazem,eltrombopag,agonism,1,day
diltiazem,lovastatin,antagonism,37,sec
diltiazem,mesoridazine,agonism,15,week
diltiazem,metoprolol,agonism,56,min
diltiazem,midazolam,agonism,15,hr
diltiazem,moricizine,antagonism,2,day
diltiazem,pindolol,antagonism,4,yr
diltiazem,propranolol,antagonism,9,hr
diltiazem,quinidine,antagonism,50,min
diltiazem,quinidine barbiturate,agonism,3,hr
diltiazem,quinupristin,antagonism,7,week
diltiazem,ranolazine,agonism,4,yr
diltiazem,rifampicin,agonism,44,min
diltiazem,ritonavir,agonism,3,day
diltiazem,saxagliptin,agonism,5,yr
diltiazem,silodosin,agonism,2,yr
diltiazem,simvastatin,agonism,3,yr
diltiazem,sirolimus,antagonism,4,day
diltiazem,tacrolimus (anhydrous),agonism,9,hr
diltiazem,tamsulosin,antagonism,7,day
diltiazem,telithromycin,agonism,4,yr
diltiazem,terfenadine,agonism,2,min
diltiazem,thiopental,antagonism,9,hr
diltiazem,thioridazine,antagonism,1,sec
diltiazem,timolol,agonism,4,yr
diltiazem,tipranavir,agonism,2,day
diltiazem,tolterodine,agonism,15,hr
diltiazem,tolvaptan,agonism,45,week
diltiazem,tramadol hydrochloride,antagonism,9,hr
diltiazem,trazodone,agonism,27,week
diltiazem,treprostinil,antagonism,7,day
diltiazem,triazolam,agonism,49,week
diltiazem,voriconazole,antagonism,26,min
gemifloxacin,aluminium,antagonism,56,min
gemifloxacin,calcium acetate,antagonism,13,week
gemifloxacin,iron,antagonism,32,min
gemifloxacin,iron dextran,agonism,2,min
gemifloxacin,magnesium,antagonism,26,min
gemifloxacin,magnesium oxide,agonism,43,sec
gemifloxacin,magnesium salicylate,agonism,37,sec
gemifloxacin,sucralfate,agonism,4,day
gemifloxacin,zinc,antagonism,37,sec
sulfamerazine,chlorpropamide,agonism,4,yr
sulfamerazine,methotrexate,antagonism,43,sec
thiopental,acenocoumarol,agonism,7,day
thiopental,amlodipine,agonism,14,min
thiopental,chloramphenicol,antagonism,55,sec
thiopental,cyclosporin A,agonism,2,day
thiopental,desogestrel,agonism,4,yr
thiopental,disopyramide,agonism,6,day
thiopental,doxycycline,antagonism,2,min
thiopental,drospirenone,agonism,4,day
thiopental,ethinyl estradiol,antagonism,14,min
thiopental,ethynodiol diacetate,antagonism,31,sec
thiopental,etonogestrel,agonism,3,yr
thiopental,felodipine,antagonism,1,day
thiopental,isradipine,antagonism,49,sec
thiopental,lamotrigine,agonism,19,sec
thiopental,levonorgestrel,agonism,9,hr
thiopental,medroxyprogesterone,agonism,3,day
thiopental,mestranol,agonism,3,hr
thiopental,methadone,antagonism,1,day
thiopental,nicardipine,agonism,2,yr
thiopental,nifedipine,agonism,1,yr
thiopental,nimodipine,agonism,5,yr
thiopental,nisoldipine,antagonism,3,hr
thiopental,nitrendipine,antagonism,3,yr
thiopental,norethisterone,antagonism,37,sec
thiopental,norgestimate,agonism,5,yr
thiopental,propafenone hydrochloride,antagonism,3,yr
thiopental,quinidine,antagonism,2,yr
thiopental,trimipramine,antagonism,5,day
thiopental,triprolidine,agonism,38,min
thiopental,verapamil,antagonism,1,sec
methohexital,aminophylline,antagonism,1,day
methohexital,betamethasone,antagonism,3,hr
methohexital,clomiphene,antagonism,44,min
methohexital,conjugated estrogens,antagonism,20,min
methohexital,cyclosporin A,antagonism,1,yr
methohexital,dexamethasone,antagonism,3,hr
methohexital,diethylstilbestrol,agonism,3,hr
methohexital,doxycycline,antagonism,19,sec
methohexital,estradiol,antagonism,26,min
methohexital,ethinyl estradiol,antagonism,4,yr
methohexital,felodipine,antagonism,7,day
methohexital,fludrocortisone,antagonism,38,min
methohexital,folic acid,antagonism,3,hr
methohexital,gefitinib,antagonism,55,sec
methohexital,griseofulvin,antagonism,37,week
methohexital,cortisol,agonism,56,min
methohexital,levonorgestrel,agonism,4,yr
methohexital,medroxyprogesterone,antagonism,56,min
methohexital,megestrol,agonism,37,week
methohexital,methadone,agonism,7,week
methohexital,metronidazole,antagonism,37,sec
methohexital,nifedipine,antagonism,7,day
methohexital,norethisterone,antagonism,3,yr
methohexital,oxtriphylline,agonism,49,sec
methohexital,prednisolone,antagonism,8,min
methohexital,prednisone,agonism,2,day
methohexital,quinidine,antagonism,1,yr
methohexital,theophylline,agonism,4,day
methohexital,triamcinolone acetonide,agonism,21,hr
methohexital,trimipramine,agonism,38,min
methohexital,triprolidine,agonism,15,hr
methohexital,verapamil,antagonism,7,week
sulfamethazine,chlorpropamide,antagonism,50,min
sulfamethazine,cyclosporin A,antagonism,21,hr
